App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6108638,HDR,4/17/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed,5/12/2025 5:00
6109233,HDR,4/26/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106390,HDR,3/11/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109271,HDR,4/27/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107775,HDR,4/4/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,5/12/2025 5:00
6105160,HDR,2/18/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6108244,HDR,4/11/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6106218,HDR,3/7/2025,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,5/12/2025 5:00
6107571,HDR,4/1/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108804,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6107197,HDR,3/25/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6109455,HDR,4/30/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108501,HDR,4/15/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6104263,HDR,1/31/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,5/12/2025 5:00
6106017,HDR,3/3/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105764,HDR,2/27/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106889,HDR,3/19/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,5/12/2025 5:00
6109109,HDR,4/23/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106144,HDR,3/6/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6107521,HDR,3/31/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109013,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105110,HDR,2/17/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6110011,HDR,5/8/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109161,HDR,4/24/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107187,HDR,3/24/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6109596,HDR,5/2/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6108111,HDR,4/9/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109408,HDR,4/29/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6109840,HDR,5/6/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108021,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6109656,HDR,5/3/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6109936,HDR,5/7/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108998,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,5/12/2025 5:00
6109850,HDR,5/6/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109924,HDR,5/7/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108362,HDR,4/13/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6104919,HDR,2/13/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105603,HDR,2/25/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6104649,HDR,2/8/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6106282,HDR,3/9/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,5/12/2025 5:00
6109255,HDR,4/27/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6109974,HDR,5/8/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106244,HDR,3/8/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6107857,HDR,4/5/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6108573,HDR,4/16/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6106057,HDR,3/4/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106834,HDR,3/18/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6107115,HDR,3/24/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105404,HDR,2/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108220,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6105975,HDR,3/3/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6110096,HDR,5/10/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6104693,HDR,2/10/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6105371,HDR,2/20/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106243,HDR,3/8/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6108911,HDR,4/21/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6106405,HDR,3/11/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6106450,HDR,3/11/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6105169,HDR,2/18/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109020,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Complete,Fingerprints needed,5/12/2025 5:00
6104089,HDR,1/28/2025,Denied,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109469,HDR,4/30/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6104907,HDR,2/12/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6104550,HDR,2/6/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6106803,HDR,3/17/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6108635,HDR,4/17/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6106873,HDR,3/19/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108864,HDR,4/21/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6108795,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107747,HDR,4/3/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106941,HDR,3/20/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6107617,HDR,4/1/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106061,HDR,3/4/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109448,HDR,4/29/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6104334,HDR,2/3/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108925,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108242,HDR,4/11/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6106056,HDR,3/4/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6108521,HDR,4/15/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109669,HDR,5/4/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6104012,HDR,1/27/2025,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108163,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6104927,HDR,2/13/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106989,HDR,3/20/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,5/12/2025 5:00
6108461,HDR,4/14/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6110036,HDR,5/9/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108576,HDR,4/16/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108072,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6106987,HDR,3/20/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108101,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109493,HDR,4/30/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,5/12/2025 5:00
6106839,HDR,3/18/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,5/12/2025 5:00
6107622,HDR,4/1/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6107916,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106717,HDR,3/16/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106454,HDR,3/11/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,5/12/2025 5:00
6109647,HDR,5/3/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108425,HDR,4/14/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6107762,HDR,4/4/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108273,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107920,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106517,HDR,3/12/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6109731,HDR,5/5/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107755,HDR,4/3/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6110133,HDR,5/11/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106859,HDR,3/18/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6107880,HDR,4/5/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6106315,HDR,3/10/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6103842,HDR,1/23/2025,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107889,HDR,4/5/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6107727,HDR,4/3/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6109202,HDR,4/25/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108019,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,5/12/2025 5:00
6109219,HDR,4/25/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109494,HDR,4/30/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6108474,HDR,4/14/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6104136,HDR,1/29/2025,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109314,HDR,4/28/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,5/12/2025 5:00
6105433,HDR,2/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108064,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6109170,HDR,4/25/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,5/12/2025 5:00
6109552,HDR,5/1/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6105462,HDR,2/22/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6104396,HDR,2/3/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,5/12/2025 5:00
6106954,HDR,3/20/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107852,HDR,4/5/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109153,HDR,4/24/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6104973,HDR,2/14/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,5/12/2025 5:00
6109302,HDR,4/28/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6107871,HDR,4/5/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6104248,HDR,1/31/2025,Denied,Not Applicable,Complete,Needed,Needed,Needed,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,5/12/2025 5:00
6109457,HDR,4/30/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105790,HDR,2/27/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109958,HDR,5/8/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6109417,HDR,4/29/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108815,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6104951,HDR,2/13/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6105045,HDR,2/15/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108553,HDR,4/16/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6107460,HDR,3/28/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109225,HDR,4/26/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
